,screen_name,text,is_quote,is_retweet,retweet_text
1140,UN_CYPRUS,"#COVID19 has disrupted our lives, but it has not stopped the climate crisis. 
Delaying #ClimateAction costs livelihoods &amp; lives.

Starting this Monday, countries are meeting virtually to prepare for success at #COP26, the UN Climate Conference. https://t.co/BcEtyzmHIv via @UNFCCC https://t.co/wsTmIOuHi7",FALSE,TRUE,"#COVID19 has disrupted our lives, but it has not stopped the climate crisis. 
Delaying #ClimateAction costs livelihoods &amp; lives.

Starting this Monday, countries are meeting virtually to prepare for success at #COP26, the UN Climate Conference. https://t.co/BcEtyzmHIv via @UNFCCC https://t.co/wsTmIOuHi7"
1163,UN_CYPRUS,"Ahead of #WorldEnvironmentDay, host country Pakistan is seeking answers to the pollution &amp; waste problem that bedevils our societies because of unsustainable consumption &amp; production.

More on this #BeatPlasticPollution #GenerationRestoration event⬇️
https://t.co/4wrXzWOgU9",FALSE,TRUE,"Ahead of #WorldEnvironmentDay, host country Pakistan is seeking answers to the pollution &amp; waste problem that bedevils our societies because of unsustainable consumption &amp; production.

More on this #BeatPlasticPollution #GenerationRestoration event⬇️
https://t.co/4wrXzWOgU9"
1164,UN_CYPRUS,"For too long, we've been exploiting and destroying our 🌎 ecosystems. Only with healthy ecosystems can we enhance people’s livelihoods, counteract #ClimateChange and stop the collapse of biodiversity. 

Ahead of #WorldEnvironmentDay, see 8 reasons why trees matter #ForNature. https://t.co/km7zprgSZm",FALSE,TRUE,"For too long, we've been exploiting and destroying our 🌎 ecosystems. Only with healthy ecosystems can we enhance people’s livelihoods, counteract #ClimateChange and stop the collapse of biodiversity. 

Ahead of #WorldEnvironmentDay, see 8 reasons why trees matter #ForNature. https://t.co/km7zprgSZm"
1180,UN_CYPRUS,"Rivers face many threats, including pollution. 

Ecosystem restoration can make a difference for freshwater ecosystems. Find out how @NYRP took action to help save a park: https://t.co/s7yWhaaUzE 

#GenerationRestoration #WorldEnvironmentDay #ForNature https://t.co/4FkS8O4U7t",FALSE,TRUE,"Rivers face many threats, including pollution. 

Ecosystem restoration can make a difference for freshwater ecosystems. Find out how @NYRP took action to help save a park: https://t.co/s7yWhaaUzE 

#GenerationRestoration #WorldEnvironmentDay #ForNature https://t.co/4FkS8O4U7t"
1196,UN_CYPRUS,"Meeting our #ClimateAction goals requires ecosystem restoration, alongside rapid de-carbonization. For #WorldEnvironmentDay on 5 June 📅, join #GenerationRestoration and raise your voice with us! Register your event 🖊️ or find a virtual one to attend: https://t.co/W9eyxaXPd2 https://t.co/LcwpMMk3Kj",FALSE,TRUE,"Meeting our #ClimateAction goals requires ecosystem restoration, alongside rapid de-carbonization. For #WorldEnvironmentDay on 5 June 📅, join #GenerationRestoration and raise your voice with us! Register your event 🖊️ or find a virtual one to attend: https://t.co/W9eyxaXPd2 https://t.co/LcwpMMk3Kj"
1198,UN_CYPRUS,"More &amp; more countries are committing to cut greenhouse gas emissions in order to limit global temperature rise and tackle the climate crisis.  

Find out where your country stands in the #RaceToZero emissions:
https://t.co/fhnoPpHx24 #ClimateAction https://t.co/W7ruszIlQd",FALSE,TRUE,"More &amp; more countries are committing to cut greenhouse gas emissions in order to limit global temperature rise and tackle the climate crisis.  

Find out where your country stands in the #RaceToZero emissions:
https://t.co/fhnoPpHx24 #ClimateAction https://t.co/W7ruszIlQd"
1201,UN_CYPRUS,"Blue Helmets are protecting populations against threats and contributing to a secure environment. To effectively do so, they work with local communities, and security forces to promote lasting peace. 🕊 #A4P #PKDay

@UN_CYPRUS @ONUArgentina @ArgentinaUN @MindefArg @Ejercito_Arg https://t.co/AbiSwNtVHP",FALSE,TRUE,"Blue Helmets are protecting populations against threats and contributing to a secure environment. To effectively do so, they work with local communities, and security forces to promote lasting peace. 🕊 #A4P #PKDay

@UN_CYPRUS @ONUArgentina @ArgentinaUN @MindefArg @Ejercito_Arg https://t.co/AbiSwNtVHP"
1211,UN_CYPRUS,"Do you care about water in your environment? Are you an avid photographer?
If you are between 15-29 years old send us your original snapshot!
For more information check: https://t.co/UuepED5AVq https://t.co/YQd58hcK9R",FALSE,FALSE,NA
1212,UN_CYPRUS,"Which ecosystem is close to your heart?

🏙️ CITIES
🚜FARMLANDS
🌲 FORESTS
🌊 LAKES 
🌊 OCEANS

Find out actions - big &amp; small - you can take to help restore your favorite ecosystem!

#GenerationRestoration #WorldEnvironmentDay 
 https://t.co/WESvJm09ny",FALSE,TRUE,"Which ecosystem is close to your heart?

🏙️ CITIES
🚜FARMLANDS
🌲 FORESTS
🌊 LAKES 
🌊 OCEANS

Find out actions - big &amp; small - you can take to help restore your favorite ecosystem!

#GenerationRestoration #WorldEnvironmentDay 
 https://t.co/WESvJm09ny"
1216,UN_CYPRUS,"Connectivity between Protected and Conserved Areas on the ground and in the water enables species to travel, increasing resilience to #climatechange and sustaining ecological processes essential to life on Earth🌎

New #ProtectedPlanet report: https://t.co/sN7DwTvU4N
#ForNature https://t.co/WJEIymrHdc",FALSE,TRUE,"Connectivity between Protected and Conserved Areas on the ground and in the water enables species to travel, increasing resilience to #climatechange and sustaining ecological processes essential to life on Earth🌎

New #ProtectedPlanet report: https://t.co/sN7DwTvU4N
#ForNature https://t.co/WJEIymrHdc"
1221,UN_CYPRUS,"Our new report, ""Measuring Progress, Environment and the SDGs,"" shows that we need greater ambition and action if we want to fully achieve the 2030 Agenda, our blueprint for a better shared future. 

Learn more: https://t.co/8yYiOhRZ2D
#GlobalGoals https://t.co/bt4TaNXIty",FALSE,TRUE,"Our new report, ""Measuring Progress, Environment and the SDGs,"" shows that we need greater ambition and action if we want to fully achieve the 2030 Agenda, our blueprint for a better shared future. 

Learn more: https://t.co/8yYiOhRZ2D
#GlobalGoals https://t.co/bt4TaNXIty"
1237,UN_CYPRUS,"🌳By protecting intact areas and restoring degraded ecosystems, countries can create a network to:

➡️halt and reverse biodiversity loss
➡️reduce the risk of future pandemics
➡️help society tackle and adapt to #climatechange

More: https://t.co/sN7DwTvU4N
#GenerationRestoration https://t.co/iW9oTTIATt",FALSE,TRUE,"🌳By protecting intact areas and restoring degraded ecosystems, countries can create a network to:

➡️halt and reverse biodiversity loss
➡️reduce the risk of future pandemics
➡️help society tackle and adapt to #climatechange

More: https://t.co/sN7DwTvU4N
#GenerationRestoration https://t.co/iW9oTTIATt"
1246,UN_CYPRUS,"Have an idea that solves a social or environmental issue?  Submit your #idea or #startup by Sunday, May 30, 2021 at 11:59 EEST 🗓 to be considered for CyprusInno's SDG Innovation Pre-Accelerator Programme directly at this link: https://t.co/y87WbyODpj #SDGs #socialinnovation https://t.co/PszGTPM1Gh",FALSE,TRUE,"Have an idea that solves a social or environmental issue?  Submit your #idea or #startup by Sunday, May 30, 2021 at 11:59 EEST 🗓 to be considered for CyprusInno's SDG Innovation Pre-Accelerator Programme directly at this link: https://t.co/y87WbyODpj #SDGs #socialinnovation https://t.co/PszGTPM1Gh"
1249,UN_CYPRUS,"#Biodiversity is one of planet's greatest resources—and a powerful way to stop climate change.

And when we all understand the facts, we can work together to find the best solutions.

During #BiodiversityWeek2021, learn how to #SayItWithScience: https://t.co/ytE24L1m7Y https://t.co/adfnNsTwSM",FALSE,TRUE,"#Biodiversity is one of planet's greatest resources—and a powerful way to stop climate change.

And when we all understand the facts, we can work together to find the best solutions.

During #BiodiversityWeek2021, learn how to #SayItWithScience: https://t.co/ytE24L1m7Y https://t.co/adfnNsTwSM"
1250,UN_CYPRUS,"From global virtual gatherings to community clean ups, people around the world are organizing virtual &amp; physical events to celebrate #WorldEnvironmentDay🌏🌍🌎

Register your event to share with others or find one to join!
#GenerationRestoration 
https://t.co/k5doXNMpka",FALSE,TRUE,"From global virtual gatherings to community clean ups, people around the world are organizing virtual &amp; physical events to celebrate #WorldEnvironmentDay🌏🌍🌎

Register your event to share with others or find one to join!
#GenerationRestoration 
https://t.co/k5doXNMpka"
1252,UN_CYPRUS,"We need to build a global coalition for net zero emissions.

I urge all nations to heed this #ClimateAction call to protect people, prosperity and the planet we depend on. https://t.co/1sOcZjL5ii",FALSE,TRUE,"We need to build a global coalition for net zero emissions.

I urge all nations to heed this #ClimateAction call to protect people, prosperity and the planet we depend on. https://t.co/1sOcZjL5ii"
1256,UN_CYPRUS,"It is a moral imperative to help those already suffering from the effects of the climate crisis to adapt.

Adaptation is crucial and must not be the forgotten component of #ClimateAction. https://t.co/2wNsxUVLUI",FALSE,TRUE,"It is a moral imperative to help those already suffering from the effects of the climate crisis to adapt.

Adaptation is crucial and must not be the forgotten component of #ClimateAction. https://t.co/2wNsxUVLUI"
1274,UN_CYPRUS,.@UN_CYPRUS peacekeepers and the Youth Champions rolled up their sleeves to combat the solid waste problem inside the Buffer Zone. 👏👏👏 Join our efforts to keep a clean environment for all Cypriots. 📸 2020 #YouthPeaceSecurity https://t.co/oGzwfPl4pf https://t.co/OHqdDLIB67,FALSE,TRUE,.@UN_CYPRUS peacekeepers and the Youth Champions rolled up their sleeves to combat the solid waste problem inside the Buffer Zone. 👏👏👏 Join our efforts to keep a clean environment for all Cypriots. 📸 2020 #YouthPeaceSecurity https://t.co/oGzwfPl4pf https://t.co/OHqdDLIB67
1288,UN_CYPRUS,"Cities are home to a surprising amount of plant &amp; animal species.

How can we restore ecosystems in our cities?
✅Increase green spaces
✅Plant trees
✅Clean up waterways
Find out what you can do &amp; join #GenerationRestoration for #WorldEnvironmentDay!
➡️ https://t.co/zksRUMICxr https://t.co/BZ5pS67T3q",FALSE,TRUE,"Cities are home to a surprising amount of plant &amp; animal species.

How can we restore ecosystems in our cities?
✅Increase green spaces
✅Plant trees
✅Clean up waterways
Find out what you can do &amp; join #GenerationRestoration for #WorldEnvironmentDay!
➡️ https://t.co/zksRUMICxr https://t.co/BZ5pS67T3q"
1296,UN_CYPRUS,"Nurses should be able to work in a safe environment and have access to healthcare, especially when they are on the frontlines of the #COVID19 response.

Join us in thanking nurses everywhere on Wednesday's #InternationalNursesDay. https://t.co/xiQBakoEyq https://t.co/arO2jWpQCo",FALSE,TRUE,"Nurses should be able to work in a safe environment and have access to healthcare, especially when they are on the frontlines of the #COVID19 response.

Join us in thanking nurses everywhere on Wednesday's #InternationalNursesDay. https://t.co/xiQBakoEyq https://t.co/arO2jWpQCo"
1298,UN_CYPRUS,"When we look at building back better from the #COVID19 pandemic, we need to implement feminist, inclusive and intersectional climate solutions that are beneficial for all living creatures. 

#ForNature #GenerationRestoration

Via @UN_Women https://t.co/101rgmt6Kl",FALSE,TRUE,"When we look at building back better from the #COVID19 pandemic, we need to implement feminist, inclusive and intersectional climate solutions that are beneficial for all living creatures. 

#ForNature #GenerationRestoration

Via @UN_Women https://t.co/101rgmt6Kl"
1303,UN_CYPRUS,"🚨 It's #YouthTakeover time! 🚨
 
Join @connect4climate &amp; their #YouthTakeover team for #ClimateWeekLAC — the team of young communicators will share their insights on the week's events &amp; key takeaways!
 
Follow @Connect4Climate &amp; tune in 🗓️ from May 11-14 🙌 https://t.co/U12zkyzD28",FALSE,TRUE,"🚨 It's #YouthTakeover time! 🚨
 
Join @connect4climate &amp; their #YouthTakeover team for #ClimateWeekLAC — the team of young communicators will share their insights on the week's events &amp; key takeaways!
 
Follow @Connect4Climate &amp; tune in 🗓️ from May 11-14 🙌 https://t.co/U12zkyzD28"
1304,UN_CYPRUS,"It's time to 𝙨𝙩𝙚𝙥 𝙪𝙥 #ClimateAction for adaptation to protect lives &amp; livelihoods.

#AdaptOurWorld https://t.co/gdEQUsqnT5",FALSE,TRUE,"It's time to 𝙨𝙩𝙚𝙥 𝙪𝙥 #ClimateAction for adaptation to protect lives &amp; livelihoods.

#AdaptOurWorld https://t.co/gdEQUsqnT5"
1305,UN_CYPRUS,"What does ""net zero"" greenhouse gas emissions mean &amp; why is it important?

To limit global temperature rise and tackle the climate crisis, we need to cut emissions as close to zero as possible.

We can get to net zero if we take urgent #ClimateAction now. https://t.co/MSAJURN6nQ https://t.co/s50XuzH4yd",FALSE,TRUE,"What does ""net zero"" greenhouse gas emissions mean &amp; why is it important?

To limit global temperature rise and tackle the climate crisis, we need to cut emissions as close to zero as possible.

We can get to net zero if we take urgent #ClimateAction now. https://t.co/MSAJURN6nQ https://t.co/s50XuzH4yd"
1320,UN_CYPRUS,"Aspiring human rights barrister Olga Kyriakoudi (18) is one of the 26 participants of the ""Famagusta Students Together"" program which unites Turkish &amp; Greek Cypriots students to seek innovative solutions to social &amp; environmental issues. #A4P @UN_CYPRUS https://t.co/QfFyoKEcqz",FALSE,TRUE,"Aspiring human rights barrister Olga Kyriakoudi (18) is one of the 26 participants of the ""Famagusta Students Together"" program which unites Turkish &amp; Greek Cypriots students to seek innovative solutions to social &amp; environmental issues. #A4P @UN_CYPRUS https://t.co/QfFyoKEcqz"
1321,UN_CYPRUS,"3 ways to take #ClimateAction, according to a polar explorer &amp; #GenerationEquality activist:

1- Be aware, considerate &amp; empathetic.
2- Make changes to your lifestyle to help protect the planet.
3- Buy only from sustainable brands free of animal cruelty.
https://t.co/KiB5C3BYLR",FALSE,TRUE,"3 ways to take #ClimateAction, according to a polar explorer &amp; #GenerationEquality activist:

1- Be aware, considerate &amp; empathetic.
2- Make changes to your lifestyle to help protect the planet.
3- Buy only from sustainable brands free of animal cruelty.
https://t.co/KiB5C3BYLR"
1333,UN_CYPRUS,"There are many ways to help our planet.

How about joining an environmental organization to support the right cause?

#ActNow #ClimateAction https://t.co/ObcPBUVQpU",FALSE,TRUE,"There are many ways to help our planet.

How about joining an environmental organization to support the right cause?

#ActNow #ClimateAction https://t.co/ObcPBUVQpU"
1337,UN_CYPRUS,"Meet Olga: an aspiring barrister in human rights who is seizing the opportunity to work with her peers in #Cyprus through an initiative, where students came together to develop innovative ideas on social and environmental issues.  #Youth4Peace 🕊️

https://t.co/tSTcE8Pdfg",FALSE,FALSE,NA
1340,UN_CYPRUS,"When we work together to achieve the #GlobalGoals🇺🇳, we address the triple planetary crisis of
🔵 Climate
🔵 Pollution
🔵 Nature
#ActNow 
https://t.co/QxZJBk1Pp4",FALSE,TRUE,"When we work together to achieve the #GlobalGoals🇺🇳, we address the triple planetary crisis of
🔵 Climate
🔵 Pollution
🔵 Nature
#ActNow 
https://t.co/QxZJBk1Pp4"
1343,UN_CYPRUS,"Time for #ClimateAction:

Put a price on carbon.

End fossil fuel subsidies.

Phase out coal &amp; stop building coal power plants.

Shift tax burden from taxpayers to polluters.

Invest in renewable energy &amp; green infrastructure.

Fund &amp; implement just transition plans.",FALSE,TRUE,"Time for #ClimateAction:

Put a price on carbon.

End fossil fuel subsidies.

Phase out coal &amp; stop building coal power plants.

Shift tax burden from taxpayers to polluters.

Invest in renewable energy &amp; green infrastructure.

Fund &amp; implement just transition plans."
1349,UN_CYPRUS,"Less than 10 years to transform our world!
Together we can end extreme poverty, win the race against climate change, conquer injustice &amp; gender inequality.

We can create an unstoppable force to reach the #GlobalGoals by 2030➡️ https://t.co/hZzBQp4ygQ  #DecadeOfAction #Agenda2030 https://t.co/WvwxkKSmxL",FALSE,TRUE,"Less than 10 years to transform our world!
Together we can end extreme poverty, win the race against climate change, conquer injustice &amp; gender inequality.

We can create an unstoppable force to reach the #GlobalGoals by 2030➡️ https://t.co/hZzBQp4ygQ  #DecadeOfAction #Agenda2030 https://t.co/WvwxkKSmxL"
1354,UN_CYPRUS,"Since climate knows no boundaries, bold action is in the best interest of everyone.

The #ParisAgreement provides a durable framework guiding the global effort for decades to come. https://t.co/xMhg8YxZJO
#ClimateAction https://t.co/Xg7mR4c9yo",FALSE,TRUE,"Since climate knows no boundaries, bold action is in the best interest of everyone.

The #ParisAgreement provides a durable framework guiding the global effort for decades to come. https://t.co/xMhg8YxZJO
#ClimateAction https://t.co/Xg7mR4c9yo"
1370,UN_CYPRUS,"Peace ops adapted, evolved and innovated in response to the #COVID19 pandemic. Peacekeepers took necessary measures and continued implementing mandates, making environments safer for the communities they serve. 🙌 #OnlyTogether https://t.co/hdg0Dho894",FALSE,TRUE,"Peace ops adapted, evolved and innovated in response to the #COVID19 pandemic. Peacekeepers took necessary measures and continued implementing mandates, making environments safer for the communities they serve. 🙌 #OnlyTogether https://t.co/hdg0Dho894"
1383,UN_CYPRUS,"#NatureBasedSolutions can be used to improve cities’ resilience to climate change, the quality of life of the city dwellers, and to increase biodiversity in the city through the creation of green spaces.

Learn more from our latest Foresight Brief 📖 https://t.co/GFOTxssBcH https://t.co/bx2XFZAYHZ",FALSE,TRUE,"#NatureBasedSolutions can be used to improve cities’ resilience to climate change, the quality of life of the city dwellers, and to increase biodiversity in the city through the creation of green spaces.

Learn more from our latest Foresight Brief 📖 https://t.co/GFOTxssBcH https://t.co/bx2XFZAYHZ"
1391,UN_CYPRUS,"The science is clear: To limit global temperature rise to 1.5C, global emissions must be cut by 45% by 2030.

But, the window for action to safeguard our planet is closing fast.

The time is now for ambitious national plans, backed by #ClimateAction . https://t.co/vrSsMYHSfQ https://t.co/gRgpkuhgws",FALSE,TRUE,"The science is clear: To limit global temperature rise to 1.5C, global emissions must be cut by 45% by 2030.

But, the window for action to safeguard our planet is closing fast.

The time is now for ambitious national plans, backed by #ClimateAction . https://t.co/vrSsMYHSfQ https://t.co/gRgpkuhgws"
1396,UN_CYPRUS,"5 years after the adoption of the #ParisAgreement, how is the world moving to take action? 

Who’s aiming for net-zero emissions? 

Get the latest here: https://t.co/EPcdyoNoX3
#ClimateAction https://t.co/oNpalLcdfm",FALSE,TRUE,"5 years after the adoption of the #ParisAgreement, how is the world moving to take action? 

Who’s aiming for net-zero emissions? 

Get the latest here: https://t.co/EPcdyoNoX3
#ClimateAction https://t.co/oNpalLcdfm"
1405,UN_CYPRUS,"The emergence of #COVID19 has demonstrated that the health of people and planet are one and the same.

All people have the right to a safe, clean, healthy and sustainable environment.

More: https://t.co/d7jKs6KbNx https://t.co/4ZqFvp9c5A",FALSE,TRUE,"The emergence of #COVID19 has demonstrated that the health of people and planet are one and the same.

All people have the right to a safe, clean, healthy and sustainable environment.

More: https://t.co/d7jKs6KbNx https://t.co/4ZqFvp9c5A"
1407,UN_CYPRUS,#UNFICYP #peacekeepers continue patrolling with environment friendly bicycles to prevent tensions and maintain calm inside the @UN #bufferzone. #A4P #ServingForPeace 📷: Ľuboš Podhorský https://t.co/ozpeTUUrZk,FALSE,FALSE,NA
1410,UN_CYPRUS,"In the months ahead, governments must dramatically step up their climate ambitions – particularly the biggest-emitting countries that have caused the vast bulk of the crisis.

In this pivotal year for humanity, now is the time for bold #ClimateAction. https://t.co/2arDqvLFyr",FALSE,TRUE,"In the months ahead, governments must dramatically step up their climate ambitions – particularly the biggest-emitting countries that have caused the vast bulk of the crisis.

In this pivotal year for humanity, now is the time for bold #ClimateAction. https://t.co/2arDqvLFyr"
1411,UN_CYPRUS,"On Saturday's #DiplomacyDay &amp; every day, the UN works for ""we the peoples"" by:
 • responding to #COVID19
 • #ServingForPeace 
 • taking #ClimateAction 
 • working for the #GlobalGoals

... and much more. https://t.co/gjJwuPtXgi https://t.co/0t3xq6FUoz",FALSE,TRUE,"On Saturday's #DiplomacyDay &amp; every day, the UN works for ""we the peoples"" by:
 • responding to #COVID19
 • #ServingForPeace 
 • taking #ClimateAction 
 • working for the #GlobalGoals

... and much more. https://t.co/gjJwuPtXgi https://t.co/0t3xq6FUoz"
1413,UN_CYPRUS,"Climate change is a menace to our world. 

Our league of superheroes is taking #ClimateAction and they want YOU to join them! 

Get to know them all and find out how you can #ActNow: https://t.co/nAjeCAHlAC https://t.co/Iv3GIeDhJB",FALSE,TRUE,"Climate change is a menace to our world. 

Our league of superheroes is taking #ClimateAction and they want YOU to join them! 

Get to know them all and find out how you can #ActNow: https://t.co/nAjeCAHlAC https://t.co/Iv3GIeDhJB"
1422,UN_CYPRUS,"Mother🌍is clearly urging a call to action

⚠️Nature is suffering

We need a shift to a more sustainable economy that works for both people &amp; the planet.

Learn about our work on halting the degradation of ecosystems &amp; climate change 👇
#EarthDay
https://t.co/tfViSVKWQ8",FALSE,TRUE,"Mother🌍is clearly urging a call to action

⚠️Nature is suffering

We need a shift to a more sustainable economy that works for both people &amp; the planet.

Learn about our work on halting the degradation of ecosystems &amp; climate change 👇
#EarthDay
https://t.co/tfViSVKWQ8"
1424,UN_CYPRUS,"TO PHOTOGRAPHY LOVERS AND SUPPORTERS OF ENVIRONMENTAL ISSUES!
“What does water mean to you?”
Our photo competition is open to 15-29 year olds.
Send us one of your original photographs and support the cause by June 5 #worldenvironmentday!
https://t.co/oQ7mrsYghB",FALSE,FALSE,NA
1429,UN_CYPRUS,"🌊Oceans are facing unprecedented threats as a result of human activity:
🔵8 million tonnes of plastic end up in oceans every year⠀
🔵#ClimateCrisis is damaging coral reefs &amp; other key ecosystems⠀
🔵Overfishing 🎣 is threatening the stability of fish stocks 🐟

#CleanSeas https://t.co/vLHn3FijwK",FALSE,TRUE,"🌊Oceans are facing unprecedented threats as a result of human activity:
🔵8 million tonnes of plastic end up in oceans every year⠀
🔵#ClimateCrisis is damaging coral reefs &amp; other key ecosystems⠀
🔵Overfishing 🎣 is threatening the stability of fish stocks 🐟

#CleanSeas https://t.co/vLHn3FijwK"
1436,UN_CYPRUS,"💉 Making vaccine roll-out possible 
🏥 Powering emergency clinics in conflict areas
🌱 Supporting #ClimateAction &amp; a green recovery  

@UNDP explains three ways solar energy ☀️ powers the fight against #COVID19: 
https://t.co/7pFpPiI4Lz",FALSE,TRUE,"💉 Making vaccine roll-out possible 
🏥 Powering emergency clinics in conflict areas
🌱 Supporting #ClimateAction &amp; a green recovery  

@UNDP explains three ways solar energy ☀️ powers the fight against #COVID19: 
https://t.co/7pFpPiI4Lz"
1439,UN_CYPRUS,"Tune in on 🗓 Monday, 19 April, 5PM CET to join 

👤 WHO Director-General @DrTedros
👤 Climate/Environmental Activist @GretaThunberg  

discuss climate justice &amp; #VaccinEquity, and the role youth must play to fight the climate crisis &amp; #COVID19.

📺 LIVE on all WHO social media! https://t.co/1zOiElTD5e",FALSE,TRUE,"Tune in on 🗓 Monday, 19 April, 5PM CET to join 

👤 WHO Director-General @DrTedros
👤 Climate/Environmental Activist @GretaThunberg  

discuss climate justice &amp; #VaccinEquity, and the role youth must play to fight the climate crisis &amp; #COVID19.

📺 LIVE on all WHO social media! https://t.co/1zOiElTD5e"
1441,UN_CYPRUS,"“We see a lot of interest from people on both sides of the island to bridge the divide, work together, overcome the mistrust for the common good of building a more environmentally friendly #Cyprus,” said Aleem Siddique, #UNFICYP Spokesperson. Read: https://t.co/MUOuN5tQXs",FALSE,FALSE,NA
1476,UN_CYPRUS,"#TBT to last year's #PeaceDay with #UNFICYP's Youth Champions for Environment and Peace, an initiative that brought together young people to discuss ways to protect the environment in #Cyprus. Meet Evgenia and Vijdan, some of our inspiring champions. 🌱 https://t.co/UlO7B6uHIx",FALSE,FALSE,NA
1478,UN_CYPRUS,"We cannot ignore environmental health if we want to succeed in securing human health.

Many zoonoses that have become pandemics have been linked to environmental factors like deforestation &amp; are exacerbated by the #ClimateCrisis.
#WorldHealthDay
https://t.co/FvoqaHh3ov https://t.co/oPh8D3k5LA",FALSE,TRUE,"We cannot ignore environmental health if we want to succeed in securing human health.

Many zoonoses that have become pandemics have been linked to environmental factors like deforestation &amp; are exacerbated by the #ClimateCrisis.
#WorldHealthDay
https://t.co/FvoqaHh3ov https://t.co/oPh8D3k5LA"
1491,UN_CYPRUS,"Cycling🚲 is good for our planet🌏🌍🌎 and good for our health.

Every action for clean air matters.

Every #ClimateAction counts.

#ActNow https://t.co/j6rzOvWe1W",FALSE,TRUE,"Cycling🚲 is good for our planet🌏🌍🌎 and good for our health.

Every action for clean air matters.

Every #ClimateAction counts.

#ActNow https://t.co/j6rzOvWe1W"
1496,UN_CYPRUS,"The climate crisis is a menace to the world.

Our latest @TikTok_us shows how anyone can be a #ClimateAction Superhero &amp; help protect our one &amp; only planet.

Get inspired to #ActNow: https://t.co/nAjeCApKJ4 https://t.co/HDaeT2JQm7",FALSE,TRUE,"The climate crisis is a menace to the world.

Our latest @TikTok_us shows how anyone can be a #ClimateAction Superhero &amp; help protect our one &amp; only planet.

Get inspired to #ActNow: https://t.co/nAjeCApKJ4 https://t.co/HDaeT2JQm7"
1505,UN_CYPRUS,"For people with autism, access to work on an equal basis requires creating an enabling environment &amp; reasonable accommodation.

#COVID19 recovery is an opportunity to rethink our systems to ensure that people with autism can realize their full potential. #WorldAutismAwarenessDay",FALSE,TRUE,"For people with autism, access to work on an equal basis requires creating an enabling environment &amp; reasonable accommodation.

#COVID19 recovery is an opportunity to rethink our systems to ensure that people with autism can realize their full potential. #WorldAutismAwarenessDay"
1508,UN_CYPRUS,"♻ Reduce
♻ Reuse
♻ Recycle

Take #ClimateAction by making small changes in your daily life to reduce waste. https://t.co/X0ShwftNUV #ActNow https://t.co/V2pDzhwMpK",FALSE,TRUE,"♻ Reduce
♻ Reuse
♻ Recycle

Take #ClimateAction by making small changes in your daily life to reduce waste. https://t.co/X0ShwftNUV #ActNow https://t.co/V2pDzhwMpK"
1512,UN_CYPRUS,"Vehicles during a patrol inside the #bufferzone in #Cyprus. The area has remained a haven for flora &amp; fauna, thriving on the near absence of hunters and most other human interference. #UNFICYP pays careful attention to preservation of the natural environment. #A4P #ForNature https://t.co/7IRSMhuoqF",FALSE,FALSE,NA
1527,UN_CYPRUS,"Achieving gender equality not only benefits women but will help in tackling climate change, boosting economic growth and achieving the #GlobalGoals: https://t.co/AjdH95K2ZF https://t.co/NQwUbUvwdO",FALSE,TRUE,"Achieving gender equality not only benefits women but will help in tackling climate change, boosting economic growth and achieving the #GlobalGoals: https://t.co/AjdH95K2ZF https://t.co/NQwUbUvwdO"
1530,UN_CYPRUS,"Climate change is a race we can win. We already have the solutions, but we need governments, businesses and individuals to implement them.
Demand more #ClimateAction where you live. Learn more ➡️ https://t.co/bcmusKm6Oa https://t.co/PTi0jrjtdb",FALSE,TRUE,"Climate change is a race we can win. We already have the solutions, but we need governments, businesses and individuals to implement them.
Demand more #ClimateAction where you live. Learn more ➡️ https://t.co/bcmusKm6Oa https://t.co/PTi0jrjtdb"
1531,UN_CYPRUS,"Lights out! UNHQ in NYC went dark for Saturday's #EarthHour. 

Here's how you can take #ClimateAction all year round: https://t.co/X0Shwfcd3n https://t.co/K0SwbM12x5",FALSE,TRUE,"Lights out! UNHQ in NYC went dark for Saturday's #EarthHour. 

Here's how you can take #ClimateAction all year round: https://t.co/X0Shwfcd3n https://t.co/K0SwbM12x5"
1532,UN_CYPRUS,"#UNFICYP is observing #EarthHour 🌍⏳ and we turned off all non-essential lights 💡 inside the @UN Protected Area to send a message that we need #ClimateAction now #ForNature. 

Let us protect the 🌍 we share! https://t.co/nE1s714wUQ",FALSE,FALSE,NA
1536,UN_CYPRUS,"Join me, the @UN and people everywhere as we mark #EarthHour by switching off our lights for an hour on Saturday March 27th at 8:30 p.m., your local time.

Let’s show the world that we are determined to take #ClimateAction to protect the one home we all share. https://t.co/vSMaDtmpbL",FALSE,TRUE,"Join me, the @UN and people everywhere as we mark #EarthHour by switching off our lights for an hour on Saturday March 27th at 8:30 p.m., your local time.

Let’s show the world that we are determined to take #ClimateAction to protect the one home we all share. https://t.co/vSMaDtmpbL"
1545,UN_CYPRUS,"It's time for all 
🔷countries
🔷companies
🔷financial institutions 
to commit to net zero or carbon neutrality, with clear &amp; credible plans to achieve the target.
#ClimateAction https://t.co/2lWG6BBF2T",FALSE,TRUE,"It's time for all 
🔷countries
🔷companies
🔷financial institutions 
to commit to net zero or carbon neutrality, with clear &amp; credible plans to achieve the target.
#ClimateAction https://t.co/2lWG6BBF2T"
